Date,Rating,User,Review
19-Mar-19,5,Aji Rakatama,my favourite e commerce apps
19-Mar-19,5,leon smg,this app is good
19-Mar-19,5,Asih Fiqolby,good idea with toko pedia
19-Mar-19,4,Achie Katrin,quick and good
19-Mar-19,5,A Google user,good daddy's job
19-Mar-19,5,Fritz Sihite,"Nice Apps, useful"
20-Mar-19,1,Jonathan 'Azure',"A LOT of bugs need to be fixed. Also, I can't change my email. I've done everything right, insterted the right OTP Code and tapped on ""Change Email"" button, and NOTHING happened. *REPLY* : Ty for replying, but that link doesn't help at all, it's a link to a store ""grosir baju senam"" which had been o...Full Review"
20-Mar-19,5,Feisal Hasyim Ansyary Sitompul,"Everytime i want to buy something from Conventional Store, i always double check the price + shipping cost from Tokopedia, and unfortunately, Tokopedia often winning my choice. Bad moment is, when i want to buy apparel from Tokopedia, i just go to Conventional Store to check the size, am i fit in ce...Full Review"
20-Mar-19,1,Morgan Le Fay,"Don't update!!! The new version won't let you choose the courier yourself, instead it will choose the courier for you. Buyers should have the right to choose the courier they want to use, not the seller and definitely not Tokopedia!"
20-Mar-19,5,Ryan Febriyan,very helpful for businessman. and customer service very responsive. good job.!!
20-Mar-19,5,A Google user,very useful apps...special thanks to tokopedia who made this happened in Indonesia
20-Mar-19,5,Herman Wijch,great app...great deals...fast processing...great price
20-Mar-19,5,Maria Fransisca Dommers,"very useful, easy to find the suitable store"
20-Mar-19,5,Reza Yusena,"Very, very useful application.."
20-Mar-19,5,jackson kienata,the most happening onlineshop !!!
20-Mar-19,5,Muhammad Fachri Anandito,Da best online shopping app/platform in indonesia
20-Mar-19,5,merry kristin,easy to use and very nice apps
20-Mar-19,5,Harris Setiono,i love this app. because make my life more easier.
20-Mar-19,5,A Google user,user friendly. not much error
20-Mar-19,5,Muhammad Aldi Hakim,Become daily use for shopping online or pay billings. Nice apps :)
20-Mar-19,5,A Google user,great apps and great e commerce.
20-Mar-19,5,Salaf Abu Aysar,easy use and user friendly
20-Mar-19,4,Otto Youngkovic,fun and easy end user to use but sometimes any errors too
20-Mar-19,5,Heru Bass,oke easy and friendly applications
20-Mar-19,5,Desso Bintoro Suryo,best market place in indonesia
20-Mar-19,5,Supriyadi apri_calm,good apps for market places
20-Mar-19,5,Eric Gunawan,very nice market place app
20-Mar-19,5,A Google user,Best Price & so Many cash Back
20-Mar-19,5,Herry Nugroho,amazing...thanks tokopedia
20-Mar-19,5,Didiet Wijaya,good.........i ilke this.....
20-Mar-19,5,Fery N,very easy to use
20-Mar-19,5,Christene Natalie Raharjo,simple n easy to use
20-Mar-19,5,A Google user,Im happy shooping to tokopedia
20-Mar-19,5,kevin sebastianus,best indonesian shoping online 😊
20-Mar-19,5,Fanny Suoth,Tokopedia is very Good online store
20-Mar-19,5,Erwin Joe,great and simple
20-Mar-19,5,Airin Frantrishia,good and nice
20-Mar-19,5,Ferdy Kuntoro,Top Class Apps!
20-Mar-19,5,Reza Arief,good aplication and good deals
20-Mar-19,5,jimmy margabasuki,interesting & helpfull
20-Mar-19,5,Randy Fawzi,best best best best best best best best
20-Mar-19,5,Yoel Adriel,nice app one stop shooping
21-Mar-19,3,A Google user,"lag service & error server loading because many promotion. in normal condition is good. update not good to fix error condition. in time of promotion, application can be automatic closed."
21-Mar-19,5,Francois Keyser,i love. this app. its user friendly and there are always such beautiful images online.
21-Mar-19,5,A Google user,place to find lowest price with same quality product or services just with a touch of your finger
21-Mar-19,5,Jong Yongky,"best marketplace app so far, keep it up!!"
21-Mar-19,5,Amanda Halm,"Shopping just became way much easier with this app. Now, I can just buy up to anything with my phone."
21-Mar-19,5,Effendi S,this aplication is really help me to find the things that I need it.
21-Mar-19,5,Julio C G,"so far, this is the best app used for online shopping.."
21-Mar-19,5,A Google user,"Very nice app, friendly user and the speed is excellent."
21-Mar-19,4,A Google user,I do not have much shopping experience with tokopedia yet.
21-Mar-19,5,A Google user,"great app,always give big discount and shipping,trusting product"
21-Mar-19,5,Elwin Gideon,Tokopedia is the best app in Indonesia and change my life in trade store
21-Mar-19,5,Artie Artini,"very good, always do this application for everything"
21-Mar-19,5,Bilyanto Bongso,mantaaabbbbb.. unicornnn!!!!!
21-Mar-19,5,Garth Parlimbangan,"Quick, Simple, Friendly, Complete."
21-Mar-19,5,Jeremia Indra,best app to find almost everything that we need
21-Mar-19,5,Maureen V Holiday,just happy to shop from this site.
21-Mar-19,5,Lydia Angel,You are is the BEST.... I LOVE IT...
21-Mar-19,5,Rita Anggraini,The best online shopping application!
21-Mar-19,5,Syaukat Muhammad,this app very nice and easy to use
21-Mar-19,5,A Google user,oke banged...brg ori..cepat sampai...good and safe packing
21-Mar-19,1,arc devil,your ads is everywhere and annoying
21-Mar-19,5,Saif Eureka,simple and pastinya easy to use.
21-Mar-19,5,charles loharjo,a very good apps to buy things
21-Mar-19,1,Indra Kariadi,"stupid advertising, very annoying"
21-Mar-19,5,Handoko PS,good choice to purchased your needs
21-Mar-19,5,Fitriana Ridwan,Can't describe.. very good 😉
21-Mar-19,5,Susan Liu,good app easy to use safe payment
21-Mar-19,4,Fifie Chen,happy to have more cashback promo
21-Mar-19,5,Rainy Bebeb,very good..very helping me
21-Mar-19,5,Dian Pratiwi,Market place yang user friendly
21-Mar-19,5,Leonardo Jr,best app.. for trade or shoping
21-Mar-19,5,A Google user,have nothing to say
21-Mar-19,5,Ferdericho Muztaino,awesome marketplace ever..
21-Mar-19,5,Rinto Rakhmatullah,easy to use app.
21-Mar-19,5,ryand dika,the best application
21-Mar-19,5,A Google user,Very Easy and simple
21-Mar-19,5,rudy hadipurnawan,lots of discount....
21-Mar-19,5,Christopher Alexander,Nice online shop aplication
21-Mar-19,5,Wulan Aryanti,"Low price, trusted"
21-Mar-19,4,sherly feng,so far is good
21-Mar-19,5,taufiqurrahman aa,good app for shopping
21-Mar-19,5,A Google user,More Easy to Shop
21-Mar-19,5,jahja sumitro,easy to use
21-Mar-19,5,sulhan wahyudi,easy to use
21-Mar-19,5,Dewa Made Bagus Wibisana,The best so far
21-Mar-19,5,A Google user,Nice OS for shopping
21-Mar-19,5,Hartono Timotius,good and fast
21-Mar-19,5,lorentz saputra,The best of the best...
21-Mar-19,5,Udjang Udjang,Market place termantap
21-Mar-19,5,davehong wannabe,everything is always progessing
21-Mar-19,5,A Google user,good store online
21-Mar-19,5,Meditya Sari,Better than before
21-Mar-19,5,Andreas Meijor,greeeeaattt and helpfull
21-Mar-19,5,Guruh Sukardi,very good apps
21-Mar-19,5,Ivan Santoso,love this app
21-Mar-19,5,ariefin ws,good apps online
21-Mar-19,5,Euonia Petrikor,Toped.....treemendous👍
21-Mar-19,5,surya plastic,i love toped
21-Mar-19,5,Dheka Noerhidayah Vivaldi,nice great app
21-Mar-19,5,Ace Ener,Tracking kurang detail
21-Mar-19,5,A Google user,good n reliable
21-Mar-19,5,Hendro Prasetyo,good app love ux
21-Mar-19,1,aming santoso,to long instaled
21-Mar-19,5,A Google user,Userfriendly app
21-Mar-19,5,Susan Bong,good good good
22-Mar-19,5,Agung Prabowo,"Daily app for online shopping. Trusted, at least until I write this review."
22-Mar-19,5,Bella Sherina,So nice price for all of type of people
22-Mar-19,5,Stephen Kurniawan,"various promotion, easy to use"
22-Mar-19,5,Yeanny Kumala,always good to shop here. many promos and trustable third party
22-Mar-19,5,emir nasution,very2 Good Applications!!!
22-Mar-19,5,A Google user,all is about easy with this app
22-Mar-19,5,Merry Tan,I love shopping in Tokopedia
22-Mar-19,5,A Google user,one stop shopping platform
22-Mar-19,5,Sofyan N Hutasuhut,great aps.. very help full
22-Mar-19,5,A Google user,"Good, thanks tokopedia"
22-Mar-19,5,Gunawan Goony,actual and satisfaction
22-Mar-19,5,Tommy Saputra,best marketplace apps ..
22-Mar-19,5,Clarissia Waluyo,good deal cheap price
22-Mar-19,5,Pedro Chomp,simple and nice apps
22-Mar-19,5,Alim Budianto,easy to use
22-Mar-19,5,Yuni Anggelia,cant stop shopping
22-Mar-19,5,YOGA MI,same as other are
22-Mar-19,5,Dimas Aryo Bismoaji,great online shop
22-Mar-19,5,Slamet Riyadi,usefull and easy
22-Mar-19,5,Christian Hardy,Not bad at all
22-Mar-19,5,A Google user,5 star seller
22-Mar-19,5,Herman Nugroho,Awesome OL shop
23-Mar-19,1,A Google user,drain battery. too many push notifikation. even force close will auto restart again. wth is happening with this app?
23-Mar-19,4,Darryl Devlin,"Some online shop is cheaper but they won't allowed me to use points more than 25% of the full price, this online shop allowed me to use points at full."
23-Mar-19,1,Ferry N. Langelo,Seems to be a connection with one of the political parties supporting intolerance in Indonesia.
23-Mar-19,5,YIP Pro,"ease to use, there are so many option of payment and you can choose your own good (in opinion) store here."
23-Mar-19,5,Just Know Limit,Thanks for heard my suggestion .. best of the best
23-Mar-19,5,budiono tjahjono,of of the best online apps and same day delivery
23-Mar-19,1,Jack Frost,poor customer service quality
23-Mar-19,5,agus santoso,its the best online shop eveeeeeeerrrrrrrrrrrrrr
23-Mar-19,5,Hendry oey,so far the most usefull apps in my phone
23-Mar-19,5,Desi Ariani,shopping app for all my needs
23-Mar-19,5,EVOPI,"best online shop app in Indonesia, easy to navigate!"
23-Mar-19,5,suwarno asmadi,easy way to buy something
23-Mar-19,3,A Google user,add dark theme options will be good
23-Mar-19,4,Ipul Saefulloh,easy for use this application
23-Mar-19,3,Aditya Suryatama,scroll up/down ga smooth kurang responsif
23-Mar-19,5,Endang Purwanti,make it easier
23-Mar-19,5,Hot Wheels Tracks And Challenges,Good Aplication And Eazy To Buy
23-Mar-19,5,adi irwanto,nice app simple n helpfully
23-Mar-19,5,Leoni Merdika,very good ecommerce
23-Mar-19,5,Only Berny,Good Aps Market Place
23-Mar-19,5,Rico Laureel,Very Helpful App 👍
23-Mar-19,5,MAS ROSE,just great app
23-Mar-19,4,A Google user,too much asking feeback
23-Mar-19,5,Unggul Sitorus,ok so good
23-Mar-19,1,Threeangels Family,t ff3 hpdp bnmñ a p I'm no
23-Mar-19,5,angzing glare,well enough laa
23-Mar-19,1,indra weir pasaribu,ikut2an politik stupid
23-Mar-19,5,Budi Oebanz,too much rules
24-Mar-19,5,Faustina Dwi Puspita,Really helps me to find item that's hard to find
24-Mar-19,5,A Google user,it is super easy to use and so many bonuses
24-Mar-19,5,A Google user,friendly user and plenty of promotion such as discount and free shipping and much more suprises evenr
24-Mar-19,5,Hell4Fun,this app just keeps getting better
24-Mar-19,5,otje kantawinata,almost 100 % of my online shoping are in Tokopedia
24-Mar-19,5,A Google user,my first choice marketplace to buy anything
24-Mar-19,5,haldian ilyas,easy shopping with great assistance and system
24-Mar-19,5,Ggoogg,Very enjoy to use this app
24-Mar-19,5,A Google user,"Good app, very recomended"
24-Mar-19,5,David Christian,Top e commerce application
24-Mar-19,3,pik choa,NEED THIS IN MULTIWINDOW VIEW
24-Mar-19,5,Vivi Kesya,fast respon and good selling
24-Mar-19,5,Chloe Caster,we pupopp pop n ppp open love ok
24-Mar-19,5,Uty Putri,very good e commerce
24-Mar-19,5,Bstellas Surya,It is very good
24-Mar-19,1,novan kurniawan,great shop online
24-Mar-19,5,ShiNoGemu,best olshop so far
24-Mar-19,5,Yuni Rahmiyati,ADDICTED TO TOKPED
24-Mar-19,5,Ade Riefanto,Good Shooping Online
25-Mar-19,5,A Google user,"Your application is very good, no problem when I do the transaction. Do the best for tokopedia"
25-Mar-19,4,Respati Pandupaksi,"Nice shopping application, easy to use and good user interface."
25-Mar-19,5,Ely Yeo,"easy to use. quite complete, u might found all ur needs here."
25-Mar-19,5,stuardXD GT,"the product very complete, and the delivery is good enough"
25-Mar-19,5,A Google user,"best ui dan ux , if u compare with its competitor."
25-Mar-19,5,Chandra Hasan,very handy application for online shopping
25-Mar-19,5,Mr. Lee,nice apps. happy online shopping!
25-Mar-19,5,Dvelix _,"this app is very great,I got everything what i need from this app :D"
25-Mar-19,5,Hamdani Soraya,Great and recommended ..awesome app
25-Mar-19,5,ummi iori,thank. my life more than beutiful with you
25-Mar-19,5,fauzan byan,the best online store ever 👍👍👍👍
25-Mar-19,5,Ariffudin Hamzah,nabung emas is one of my favourite in this app
25-Mar-19,5,Waseso Adiatmo,"Easy, direct, save and reliable"
25-Mar-19,5,Ruku Jo,It is good to use Tokopediq
25-Mar-19,5,Dani Arifiyanto,"nice apps, user friendly interface"
25-Mar-19,5,Kaka Bless,the best marketplace in indonesia
25-Mar-19,5,Hutomo Kaspar,one of the best marke place app
25-Mar-19,5,narayana dewanata,always satisfied with all product purchase
25-Mar-19,5,Angga Setia Pradana,best marketplace online in indonesia
25-Mar-19,5,Erna Susilowati,useful applications... great
25-Mar-19,5,Ferdy Siahaan,"this app really helpful, so many brands.. nice app.."
25-Mar-19,5,A Google user,love to shop here...thanks
25-Mar-19,5,Derry Misavan,5 Star from Gold Member
25-Mar-19,5,Maya Oktarina,so far so good
25-Mar-19,3,ezra mahar,good so far
25-Mar-19,5,Endah NA,good online shop app
25-Mar-19,5,Siti Aisiah,good online shop
25-Mar-19,5,Masaru Riupassa,nice online shop
25-Mar-19,5,shierly tjahayadi,useful very much
25-Mar-19,5,ocha wahida,Tokopedia is thw best
25-Mar-19,5,Ahmad Natalinur,early for buy everyting
25-Mar-19,5,Ika Herawaty,real easy for transaction with good things
26-Mar-19,1,Echo Whiskey,"Stop it with these pop up ads. It's clearly annoying, and just ridiculous. Whenever I do anything on my phone, your stupid ads just show up out of nowhere. Are you that desperate?"
26-Mar-19,2,Jeffrey Ma,was good. but now too much spam ads notification from tokopedia. inbox full of tokopedia annoying ads. push notification from promotions sucks. combined inbox with spam promotion from tokopedia.
26-Mar-19,1,Smile A Mile,Scam and spam app. Both of our phones were spammed with pop ups leading to download this scam app. AVOID. ILLEGAL way of doing it against privacy policies of most countries and breaks Google TOS as well.
26-Mar-19,5,Tiek Kiong,This online shop make me created full and I can make my imagination be real and everything I can get at here without leave my desk.
26-Mar-19,5,SID Seventh,Since the beginning of 2016 i have used this app and never felt the least bit disappointed. Keep it up !!! To be number one
26-Mar-19,5,Rini Nurani,very usefull application & easy to use...many things I've bought from tokopedia...thanks a lot!!!
26-Mar-19,5,Heksa Wijaya,"quiet easy apps to used. trusted, & fast respond. keep it up to be the better in the future,."
26-Mar-19,5,yoppy sutedja,very good experience and comfort to buy from tokopedia
26-Mar-19,5,RSSHD,"Good Application, the Best Online Shop in Indonesia :)"
26-Mar-19,5,Ridwan Firdaus,usable application and the update give many advantages
26-Mar-19,5,Billy Arliman,good application for shopping...
26-Mar-19,3,Dragon Slayer,Good for Shopping and Best for Selling
26-Mar-19,5,A Google user,easy to use.. love it!
26-Mar-19,4,Pachrul Rivani,good app for online transaction
26-Mar-19,5,A Google user,good place to shop something anywheee
26-Mar-19,5,linda chen,a lot of satisfying deals
26-Mar-19,5,Danang Anggoro,Easy and very helpfull....
26-Mar-19,4,Sigit Widodo,Filter range price min - max can not be set
26-Mar-19,5,Andy Kurniawan,great application for blanja
26-Mar-19,5,Veni Prabasitta,excellent shopping program
26-Mar-19,5,A Google user,Very simple & practice app
26-Mar-19,5,Shinta Prawitasari,it's easy and amazing
26-Mar-19,5,Buddy Unholly,the best for buy online
26-Mar-19,5,Ricky Masri,Great application for online shoping
26-Mar-19,5,Joko Triyono,Very good shopping
26-Mar-19,4,IwanDjaya,Great .. almost all in one
26-Mar-19,4,Anzac Soe Bobby,best marketplace so far
26-Mar-19,5,A Google user,signature of excellent
26-Mar-19,5,A Google user,easy to use
26-Mar-19,5,A Google user,easy to use
26-Mar-19,5,A Google user,helpfull and functional
26-Mar-19,5,Benny Alvin,very usefull apps.....
26-Mar-19,5,Bambang Siswanto,Best e commerce ever
26-Mar-19,5,A Google user,good online shop
26-Mar-19,5,antonius leo,Very good app
26-Mar-19,5,Liem Ging Han,Best app shopping ever
26-Mar-19,5,Iwan Subroto,Easy to use
26-Mar-19,5,Nadia Syafira Kurniawan,easy to use.
26-Mar-19,4,Watik,my favorite MP
26-Mar-19,5,Erwan EKO PRASETIYO,nice and jozzzz
26-Mar-19,5,PABLO MULCHANDANI PSM,good & Helpful
26-Mar-19,5,Yulia Fajarsari,this app very easy for shop everything
27-Mar-19,5,Nieke L Garnia,"easy to use, lot of promotion, trusted partners, offer lot of options"
27-Mar-19,1,ig amin,LpLPOLLPLlopP00qq is a little bit of time with my son in the world is it t t tttt. nnnnn w
27-Mar-19,5,Angela Maria,its good and helpful. keep the good work!
27-Mar-19,5,aike tirtayadi,most helpful online platform to shop in Jakarta
27-Mar-19,5,A Google user,"look great...... easy, and useful"
27-Mar-19,5,Andry Widyananto,"After update new version, cannot buy flight ticket. please make it clear."
27-Mar-19,5,johan wijaya,i dont see im complaining at all...
27-Mar-19,5,Daus Yeyen,I feel satisfied with this app
27-Mar-19,4,Reny Eka Putri,sometimes error...but overall is ok
27-Mar-19,5,Indri Ramadhani,Good application.. multi function. I love it
27-Mar-19,5,A Google user,best one of my favorite online store
27-Mar-19,5,Superohan Channel,very good and very trust
27-Mar-19,5,A Google user,"good job, good offer"
27-Mar-19,5,Nanda Faris,sangat helpfull...thanks toped
27-Mar-19,5,arimbi nauli,Easy and fast
27-Mar-19,4,bliss full,not bad cuma rada pelit cashback
27-Mar-19,5,fuad kaza,great app... recom...
27-Mar-19,5,Rahmat Aligos,best in Indonesia
27-Mar-19,5,Alfana Yudaru,very useful app
27-Mar-19,5,Rivaldi,Easy to use
27-Mar-19,5,Onny Wibowo,very good apps
27-Mar-19,5,Ferry Handoyo,nice & good
27-Mar-19,5,Daffa Gaming93,i like app
27-Mar-19,4,A Google user,sweet n cool
27-Mar-19,5,Djati Prio,very helpful aplication and easy to use
27-Mar-19,5,"Yohan Judistio,S.E",best ol shop
27-Mar-19,1,Muhammad Zaki,As always error 403!!!!!
28-Mar-19,4,A Google user,maybe more color than only green and yellow on the homepage. but all of the flow process are great ! payment integration with many third party. thanks!
28-Mar-19,1,Mohamad Rizky,latest ui changes is ugly and make it hard to use. especially in order details.
28-Mar-19,5,A Google user,"love this app! easy to use, simple interface, the best"
28-Mar-19,5,Ario Rusendames,"user friendly, all products you needs is available here... awesome"
28-Mar-19,5,Richard Marchelino,its a good app with a lot of features and a lot of events that will entertain and comfort you while you scrolling or shopping
28-Mar-19,4,Nicky Jeremy,Tokopedia shows improvements in the recent months
28-Mar-19,5,Edy Chen,great app for shopping and feel so efficient
28-Mar-19,5,faried setiawan,"best online shop apps, secure and lots of promotion"
28-Mar-19,4,Rikardo S. Silaban,"One of good online market, have good item when bought an item through this app. Wish get more official shop in the future."
28-Mar-19,5,Supriyadi Yadi,"most user friendly,,,,,"
28-Mar-19,5,Ehipassiko Gaming Records,delisioso cashbacks are everytime. mercy.
28-Mar-19,4,A Google user,User friendly and easy.
28-Mar-19,5,dadang Sophian,good product in a cheap price
28-Mar-19,5,grn ginoz,great online shopping experiences
28-Mar-19,5,Martono Hadi Wibowo,The Best of The Best from INA
28-Mar-19,5,Mardy Jonathan,best e commerce in indonesia
28-Mar-19,5,A Google user,this app helps me to find anything i need
28-Mar-19,5,IBNU GEZALI,"Very Good Price, Quality & Services"
28-Mar-19,5,Pingky Leo Lede,"for me, this is the best online market place in indonesia"
28-Mar-19,5,Pandu Budisaputra,Good and helping much...
28-Mar-19,5,Andi Asmara,very useful for me
28-Mar-19,5,William Lim,AMAZING! 10 STARS
28-Mar-19,5,Diaz Syah,better than ever
28-Mar-19,5,ade boy,"simple, easy to use"
28-Mar-19,5,Kenzoy8,Good place to get an item
28-Mar-19,2,A Google user,the new interface sucks
28-Mar-19,5,a bee gail,reliable.. most of times
28-Mar-19,5,sopik saja,another good application
28-Mar-19,5,Hario,best local market place
28-Mar-19,5,Nano Nugroho,easy and simple
28-Mar-19,5,A Google user,its the best
28-Mar-19,5,Cella Purnomo,easy to use
28-Mar-19,5,panji nugroho,easy to use
28-Mar-19,5,Rachmawati Baskoro,easy to use
28-Mar-19,5,Bobby Arifin,Very satisfying app
28-Mar-19,5,Lala Salindeho,loving this app 👍
28-Mar-19,5,yudhi yudhi,the best app
28-Mar-19,5,Shanty,over all ok
29-Mar-19,5,William Coutant,"Very nice shopping at here, many promo, shop all what you want, easy to pay and i love shopping at this applicauon, thank you tokopedia."
29-Mar-19,5,Hapsara Soma Adhi Sasangka,"this is my main online shopping since the beggining, the best i know so far. familiarize with the page, easy to use, complete, trusted. i have plenty of things ive bought from toped. 😁👍"
29-Mar-19,1,wisnu putra Iriawan,"Your services is very bad, I am often disappointed with the service"
29-Mar-19,5,Harry Abiero,I love this application. Make me easy to find anythings i need and get it. Good job Tokopedia for helping the customer and the tenant.
29-Mar-19,5,Margareth Kim,easy to use.. payment method service is good.. and the app look is good too.
29-Mar-19,5,Eko Subagio,"Fitur marketplace bagus, reward, cashback, flowing interaction."
29-Mar-19,5,Irma Lie,very helpful to find something you need
29-Mar-19,5,Sultan Lepu,"good, easy, and comfortable"
29-Mar-19,5,Stanislaus Ivan,my favorite marketplace. very user friendly n fast response
29-Mar-19,5,Yurianto WVL,Recommended for online shopping..
29-Mar-19,5,kawailola123 andlala,"Nice application to buy online, almost complete stuff sale"
29-Mar-19,1,Yohanes Rumfan,The most ridiculous customer services quality ever
29-Mar-19,5,IGA Devimaharani,love this online shop very simple and recomended 👏👏
29-Mar-19,4,Azkaveina,"good app, very helping..."
29-Mar-19,5,desy hesthi,good stuff and more cheap than other
29-Mar-19,5,Ibnu affan Susanto,local apps work very well
29-Mar-19,5,Andi Nafis,good app for selling and buying item
29-Mar-19,5,Sofian Agung Wijaya,lots of promos in billing payment
29-Mar-19,5,Whinny Ebony,Great online shopping application
29-Mar-19,5,Padma Pionir Ryuputra,great app for online shopping
29-Mar-19,5,A Google user,Nice apps and many promos.
29-Mar-19,5,Handry Teguh,"Great app, really usefull"
29-Mar-19,5,Albert Kurniawan,Best Protection for Buyer
29-Mar-19,5,Stella Bully,application contains good
29-Mar-19,5,Nugroho Dedy,gooood aplication for online shop
29-Mar-19,5,Lutfi Arief B.,Best online shop ...
29-Mar-19,5,bagus trismyardi,useful app. recommended
29-Mar-19,5,Milianto Kwan,One of INDONESIAN UNICORN
29-Mar-19,5,ellen wibisono,"byk cashbacknya, thank u tokped 😍"
29-Mar-19,5,A Google user,I don't have experience
29-Mar-19,5,Mikael Dimas,best on line shop
29-Mar-19,5,Johnson Halim,good app. nice
29-Mar-19,4,Anto Hutajulu,so far so good
29-Mar-19,4,achmad ahef,To much for update
29-Mar-19,5,A Google user,easy to use
29-Mar-19,5,Pritha Indira,my nunero uno application
29-Mar-19,5,V-Bee Phan,need free ongkir!
29-Mar-19,5,Eroni Sukarso,very useful app
29-Mar-19,5,veronika adisty,trusted e commerce
29-Mar-19,5,A Google user,good&recommended OLSHOP
29-Mar-19,5,berta marcia,Best apps.ever
29-Mar-19,5,Shirley Liliawati,trusted n worthy
30-Mar-19,4,Gimson Ahmed,"Almost 5 star for e-money top up feature. Due to its heavy nature, it's quite slow and clogs my phone. Unless this app is lighter than mobile browsing, I would use this app occasionally. Unfortunately, Tokopedia decided to remove most sold from their product sort options a while ago, so customer wou...Full Review"
30-Mar-19,5,Roi Permadi,"A good online shopping apps. a bit complicated at first, but then once you get used to it, it is alright. nice one!"
30-Mar-19,5,Erwin T,"Best OL shopping apps, you can find original products or fake products depending on your browsing skill. Easy to use apps unlike Lazada, Convenient payment unlike Dana and bountiful coupons but you Never get the maximum rebate... Ever! Overall it is a Good Apps but makes a Bad Shopping Habit out of ...Full Review"
30-Mar-19,5,Ramos Aruan,Good alternative for online shopping in Indonesia. Tks.
30-Mar-19,5,A Google user,"Reliable, good products with distributors' prices"
30-Mar-19,5,Mahatma Adhitama,"Well done Budi, good work regards from Vigna. Stay away from my dev team though. :)"
30-Mar-19,5,Dezzy Ismawati,good aplication. more promo please.
30-Mar-19,5,Yahya Budiman,best marketplace for buy and sell
30-Mar-19,5,Danan Jaya,"Good aplication, very helpfull"
30-Mar-19,5,A Google user,good aplication in my country.indonesia❤
30-Mar-19,4,Frino Millisyah,Good application for help our need
30-Mar-19,4,chiemenk stevanus,easy for use this application
30-Mar-19,5,Bobby Indratama,"best market place app, easy to use and usefull promo"
30-Mar-19,5,Inadia Aristyavani A.,keep up the improvement!
30-Mar-19,5,Ricky Gunawan,One stop online.
30-Mar-19,5,Kartono Tohir,the best shopping online
30-Mar-19,5,Bakri Rasjid,Easy user interface
30-Mar-19,5,k runner KK,just good enough
30-Mar-19,4,must IGNAS,"good apps, helpful apps"
30-Mar-19,5,Antonius Chioe,nice and easy
30-Mar-19,5,Findo Pasaribu,so far so good
30-Mar-19,5,Randy Ungaro,so far so good
30-Mar-19,5,Yos Marseliano,good app..very helpfull
30-Mar-19,5,Rechy Rachim,the best ahooping app
30-Mar-19,5,A Google user,Superb & Excellence
30-Mar-19,5,Yudi Santoso,best online shop
30-Mar-19,5,ian antono,nice and secure
30-Mar-19,5,Parwita Ketouth,good app love it
30-Mar-19,4,apau mitra,so far so good.
30-Mar-19,3,A Google user,just so so
30-Mar-19,2,Didiet W. Trianto,FC last update 😓😓😓
30-Mar-19,1,A Google user,"not recommend to sell in this apps. on this online era, when you buy items or food online , also payment by digital/online, and off course using online/mobile banking. This apps got problem hold payment and refuse to pay until you show your bank statement's paper !! on weekend. tried give mobile & o...Full Review"
31-Mar-19,5,Yudi Tri Utomo,"useful app for purchase good, bill payment and the interesting one is there are some cash back program s."
31-Mar-19,1,Jonathan Prasetyo,"can't use my vouchers, even my account was already verified"
31-Mar-19,5,Fierlindo Pratama,So many promotions that keep you shopping in it
31-Mar-19,5,Rio Sitanggang,ddcd for f nn.f if ff f.f....eerrrrvcfedef we haven't ordered ll for m we a few eere b see me f . we E iooi ok goodnight I love cv cc vv CV CV vvvv CV di ci is it a big deal if we are in for ii
31-Mar-19,5,Ryan R. Pratama,"good interface, more simple but clearly. Mantap!"
31-Mar-19,1,Loïc Rajaonarison,"Is there english traslation?, it's only in Indonesian👎"
31-Mar-19,3,A Google user,new version cannot uncheck wishlist
31-Mar-19,5,Joecall Calame,very nice application for me
31-Mar-19,5,Albertus Seno,user friendly & very helpful
31-Mar-19,5,Hardian Muhajir,indonesia's best online shop
31-Mar-19,5,michael lius,"good app, so many good products,fast response"
31-Mar-19,4,Antonius Budi Poedjoharsono,Filter feature is useless
31-Mar-19,5,Leon Kwan,everything is good
31-Mar-19,5,A Google user,nothing inside of it
31-Mar-19,5,DenMas Gurem,easy to use..
31-Mar-19,5,Gilbert Rosok,the one and only
31-Mar-19,5,Johan Bustami,good apps easy to use
31-Mar-19,5,Handy Widagdo,"satisfied, keep it up Tokopedia"
31-Mar-19,5,Muhammad Ibnu Pradhipta,can be better
31-Mar-19,5,A Google user,its good and the stuffs are cheap
31-Mar-19,5,A Google user,Have a Nice Shopping days..
31-Mar-19,5,Phileo Imanuel,nice and easy
31-Mar-19,5,Fachmi Akmal Muharram,great apps & innovation
31-Mar-19,4,A Google user,good market online
31-Mar-19,5,memoriang zebua,"so far, so good"
31-Mar-19,5,Suiling Lo,Very Good Apps
31-Mar-19,5,alexander dharma,lo love it
31-Mar-19,4,Reza Pradipta,Easy n helpful
1-Apr-19,5,Erwin Agustiawan,"Good App from Indonesia, to Indonesia, for Indonesian citizen, great online shopping, thank you. 🤗"
1-Apr-19,5,Niz Joe,Never had major issue with the apps and a the merchant so far. The customer service respond is also good.
1-Apr-19,5,Eugenia Ruth Maria,Really enjoy shopping thru Tokopedia especially enjoying the cash back... easy to use and helpful. Thanks Tokopedia keep up the good work...
1-Apr-19,5,A Google user,"really helping customer to find what they need, and safe for shopping 😊"
1-Apr-19,5,januartha crowzer,Very helpful apps when you have no time to visit the store.
1-Apr-19,5,Gabriel Max Prasetio,Good app with many good features... Love it... 😍
1-Apr-19,5,A Google user,first to pop in my mind to look out for stuffs to buy
